ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
7378,Spectral Force 3,X360,2006-01-01,Role-Playing,Idea Factory,0.08,0.0,0.0,0.01
7379,Spider-Man: Battle for New York,DS,2006-01-01,Platform,Activision,0.12,0.0,0.0,0.01
7380,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006-01-01,Platform,THQ,0.25,0.07,0.0,0.01
7381,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006-01-01,Platform,THQ,0.45,0.0,0.0,0.04
7382,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006-01-01,Platform,THQ,0.44,0.02,0.0,0.04
7383,SpongeBob SquarePants: The Yellow Avenger,PSP,2006-01-01,Action,THQ,0.55,0.21,0.0,0.16
7384,Spy Hunter: Nowhere To Run,PS2,2006-01-01,Racing,Midway Games,0.01,0.01,0.0,0.0
7385,Stacked with Daniel Negreanu,XB,2006-01-01,Misc,Myelin Media,0.02,0.01,0.0,0.0
7386,Stacked with Daniel Negreanu,PSP,2006-01-01,Misc,Myelin Media,0.03,0.0,0.0,0.0
7387,Stacked with Daniel Negreanu,PS2,2006-01-01,Misc,Myelin Media,0.04,0.03,0.0,0.01
7388,Star Fox Command,DS,2006-01-01,Shooter,Nintendo,0.38,0.01,0.1,0.04
7389,Star Trek: Legacy,PC,2006-01-01,Simulation,Ubisoft,0.0,0.01,0.0,0.0
7390,Star Trek: Tactical Assault,PSP,2006-01-01,Strategy,Ubisoft,0.02,0.0,0.0,0.0
7391,Star Trek: Tactical Assault,DS,2006-01-01,Strategy,Ubisoft,0.05,0.01,0.0,0.0
7392,Star Wars: Empire at War,PC,2006-01-01,Strategy,LucasArts,0.01,0.06,0.0,0.01
7393,Star Wars: Empire at War - Forces of Corruption,PC,2006-01-01,Strategy,LucasArts,0.0,0.02,0.0,0.0
7394,Star Wars: Lethal Alliance,PSP,2006-01-01,Action,Ubisoft,0.11,0.01,0.0,0.01
7395,Star Wars: Lethal Alliance,DS,2006-01-01,Action,Ubisoft,0.08,0.01,0.0,0.01
7396,State of Emergency 2,PS2,2006-01-01,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01
7397,Strawberry Shortcake: Strawberryland Games,DS,2006-01-01,Action,Game Factory,0.05,0.0,0.0,0.0
7398,Street Fighter Alpha 3 MAX,PSP,2006-01-01,Fighting,Capcom,0.27,0.01,0.02,0.03
7399,Stronghold Legends,PC,2006-01-01,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0
7400,Style Book: Cinnamoroll,DS,2006-01-01,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0
7401,Style Book: Junior City,DS,2006-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0
7402,Sudoku Fever,GBA,2006-01-01,Puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0
7403,Sudoku Gridmaster,DS,2006-01-01,Puzzle,Nintendo,0.13,0.02,0.0,0.01
7404,Sudoku Gridmaster (JP sales),DS,2006-01-01,Puzzle,Nintendo,0.0,0.0,0.19,0.0
7405,Sudoku Mania,DS,2006-01-01,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01
7406,Suikoden V,PS2,2006-01-01,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02
7407,Summon Night 4,PS2,2006-01-01,Role-Playing,Banpresto,0.0,0.0,0.18,0.0
7408,Super Dragon Ball Z,PS2,2006-01-01,Fighting,Atari,0.09,0.07,0.19,0.02
7409,Super Fruit Fall,Wii,2006-01-01,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0
7410,Super Monkey Ball Adventure,GC,2006-01-01,Platform,Sega,0.12,0.03,0.0,0.0
7411,Super Monkey Ball Adventure,PS2,2006-01-01,Platform,Sega,0.01,0.01,0.0,0.0
7412,Super Monkey Ball Adventure,PSP,2006-01-01,Platform,Sega,0.05,0.02,0.0,0.01
7413,Super Monkey Ball: Banana Blitz,Wii,2006-01-01,Misc,Sega,1.05,0.91,0.04,0.24
7414,Super Robot Taisen XO,X360,2006-01-01,Strategy,Banpresto,0.0,0.0,0.01,0.0
7415,Super Swing Golf,Wii,2006-01-01,Sports,Nintendo,0.14,0.01,0.07,0.01
7416,Superman Returns,X360,2006-01-01,Action,Electronic Arts,0.23,0.01,0.0,0.02
7417,Superman Returns,DS,2006-01-01,Action,Electronic Arts,0.07,0.0,0.0,0.01
7418,Syphon Filter: Dark Mirror,PSP,2006-01-01,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03
7419,TOCA Race Driver 3,XB,2006-01-01,Racing,Codemasters,0.03,0.01,0.0,0.0
7420,TOCA Race Driver 3,PC,2006-01-01,Racing,Codemasters,0.0,0.02,0.0,0.0
7421,TOCA Race Driver 3,PS2,2006-01-01,Racing,Codemasters,0.04,0.03,0.0,0.01
7422,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.05,0.0
7423,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.05,0.0
7424,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.06,0.0
7425,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.09,0.0
7426,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.04,0.0
7427,Taiko no Tatsujin Portable 2,PSP,2006-01-01,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0
7428,Taito Legends 2,PS2,2006-01-01,Misc,Empire Interactive,0.01,0.01,0.0,0.0
7429,Tales of Destiny,PS2,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0
7430,Tales of Phantasia (PS1 & PSP Versions),PSP,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0
7431,Tales of the Tempest,DS,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0
7432,Tales of the World: Radiant Mythology,PSP,2006-01-01,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02
7433,TalkMan,PSP,2006-01-01,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0
7434,Tamagotchi Connection: Corner Shop 2,DS,2006-01-01,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01
7435,Tamagotchi Party On!,Wii,2006-01-01,Misc,Namco Bandai Games,0.12,0.0,0.06,0.01
7436,Tank Beat,DS,2006-01-01,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0
7437,Teen Titans,PS2,2006-01-01,Action,THQ,0.12,0.1,0.0,0.03
7438,Teen Titans,GC,2006-01-01,Action,THQ,0.25,0.07,0.0,0.01
7439,Teenage Mutant Ninja Turtles Double Pack,GBA,2006-01-01,Action,Konami Digital Entertainment,0.01,0.0,0.0,0.0
7440,Tenchu Z,X360,2006-01-01,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03
7441,Tenchu: Dark Secret,DS,2006-01-01,Action,From Software,0.03,0.0,0.01,0.0
7442,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006-01-01,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0
7443,Tenka-bito,PS2,2006-01-01,Strategy,Sega,0.0,0.0,0.03,0.0
7444,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0
7445,Tenshou Gakuen Gekkouroku,PS2,2006-01-01,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0
7446,Test Drive Unlimited,X360,2006-01-01,Racing,Atari,0.23,0.04,0.02,0.02
7447,Tetris DS,DS,2006-01-01,Puzzle,Nintendo,0.63,0.05,1.35,0.08
7448,That's So Raven: Psychic on the Scene,DS,2006-01-01,Adventure,Disney Interactive Studios,0.23,0.0,0.0,0.02
7449,The Adventures of Darwin,PS2,2006-01-01,Strategy,Essential Games,0.01,0.0,0.03,0.0
7450,The Ant Bully,PS2,2006-01-01,Platform,Midway Games,0.05,0.04,0.0,0.01
7451,The Ant Bully,GBA,2006-01-01,Platform,Midway Games,0.03,0.01,0.0,0.0
7452,The Ant Bully,GC,2006-01-01,Platform,Midway Games,0.09,0.02,0.0,0.0
7453,The Ant Bully,Wii,2006-01-01,Platform,Midway Games,0.08,0.0,0.0,0.01
7454,The Cheetah Girls,GBA,2006-01-01,Misc,Disney Interactive Studios,0.01,0.0,0.0,0.0
7455,The Conveni 4,PS2,2006-01-01,Simulation,Hamster Corporation,0.0,0.0,0.02,0.0
7456,The Da Vinci Code,PS2,2006-01-01,Action,Take-Two Interactive,0.07,0.05,0.0,0.02
7457,The Da Vinci Code,XB,2006-01-01,Action,Take-Two Interactive,0.03,0.01,0.0,0.0
7458,The Elder Scrolls IV: Oblivion,X360,2006-01-01,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4
7459,The Elder Scrolls IV: Oblivion,X360,2006-01-01,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4
7460,The Elder Scrolls IV: Oblivion,PC,2006-01-01,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04
7461,The Elder Scrolls IV: Oblivion,PC,2006-01-01,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04
7462,The Fast and the Furious,PS2,2006-01-01,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01
7463,The Godfather,PS2,2006-01-01,Action,Electronic Arts,0.89,0.03,0.01,0.15
7464,The Godfather (JP sales),X360,2006-01-01,Action,Electronic Arts,0.0,0.0,0.01,0.0
7465,The Godfather (JP sales),PS2,2006-01-01,Action,Electronic Arts,0.39,0.02,0.0,0.06
7466,The Godfather (US & Others sales),X360,2006-01-01,Action,Electronic Arts,0.2,0.02,0.0,0.02
7467,The Godfather (US sales),XB,2006-01-01,Action,Electronic Arts,0.33,0.1,0.0,0.02
7468,The Godfather (old US sales),XB,2006-01-01,Action,Electronic Arts,0.42,0.11,0.0,0.02
7469,The Godfather: Mob Wars,PSP,2006-01-01,Action,Electronic Arts,0.09,0.0,0.0,0.01
7470,The Grim Adventures of Billy & Mandy,GC,2006-01-01,Action,Midway Games,0.13,0.03,0.0,0.0
7471,The Grim Adventures of Billy & Mandy,Wii,2006-01-01,Action,Midway Games,0.04,0.0,0.0,0.0
7472,The History Channel: Civil War - A Nation Divided,X360,2006-01-01,Shooter,Activision,0.13,0.0,0.0,0.01
7473,The Hustle: Detroit Streets,XB,2006-01-01,Sports,Activision,0.01,0.0,0.0,0.0
7474,The Hustle: Detroit Streets,PS2,2006-01-01,Sports,Activision,0.02,0.02,0.0,0.01
7475,The King of Fighters 2006,PS2,2006-01-01,Fighting,Ignition Entertainment,0.01,0.01,0.05,0.0
7476,The King of Fighters Collection: The Orochi Saga,PS2,2006-01-01,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03
7477,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006-01-01,Fighting,Ignition Entertainment,0.0,0.0,0.02,0.0
7478,The King of Fighters NeoWave,XB,2006-01-01,Fighting,SNK Playmore,0.02,0.0,0.0,0.0
7479,The King of Fighters XI,PS2,2006-01-01,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02
7480,The Land Before Time: Into the Mysterious Beyond,GBA,2006-01-01,Platform,Game Factory,0.01,0.0,0.0,0.0
7481,The Legend of Heroes III: Song of the Ocean,PSP,2006-01-01,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0
7482,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006-01-01,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03
7483,The Legend of Spyro: A New Beginning,GC,2006-01-01,Platform,Vivendi Games,0.15,0.04,0.0,0.01
7484,The Legend of Spyro: A New Beginning,DS,2006-01-01,Platform,Vivendi Games,0.33,0.01,0.0,0.03
7485,The Legend of Zelda: Twilight Princess,GC,2006-01-01,Action,Nintendo,1.15,0.36,0.04,0.04
7486,The Legend of Zelda: Twilight Princess,GC,2006-01-01,Action,Nintendo,1.15,0.36,0.04,0.04
7487,The Legend of Zelda: Twilight Princess,Wii,2006-01-01,Action,Nintendo,3.74,2.14,0.6,0.68
7488,The Legend of Zelda: Twilight Princess,Wii,2006-01-01,Action,Nintendo,3.74,2.14,0.6,0.68
7489,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006-01-01,Strategy,Electronic Arts,0.01,0.01,0.0,0.0
7490,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006-01-01,Strategy,Electronic Arts,0.0,0.04,0.0,0.0
7491,The Outfit,X360,2006-01-01,Action,THQ,0.21,0.02,0.0,0.02
7492,The Settlers II 10th Anniversary,PC,2006-01-01,Action,Ubisoft,0.0,0.02,0.0,0.0
7493,The Sims 2: Family Fun Stuff,PC,2006-01-01,Simulation,Electronic Arts,0.0,0.01,0.0,0.0
7494,The Sims 2: Glamour Life Stuff,PC,2006-01-01,Simulation,Electronic Arts,0.0,0.03,0.0,0.01
7495,The Sims 2: Happy Holiday Stuff,PC,2006-01-01,Simulation,Electronic Arts,0.01,0.01,0.0,0.0
7496,The Sims 2: Open for Business,PC,2006-01-01,Simulation,Electronic Arts,0.46,0.05,0.0,0.0
7497,The Sims 2: Pets,GC,2006-01-01,Simulation,Electronic Arts,0.21,0.05,0.0,0.01
7498,The Sims 2: Pets,DS,2006-01-01,Simulation,Electronic Arts,0.92,0.93,0.0,0.22
7499,The Sims 2: Pets,PC,2006-01-01,Simulation,Electronic Arts,0.01,0.02,0.0,0.01
7500,The Sims 2: Pets,PSP,2006-01-01,Simulation,Electronic Arts,0.19,0.38,0.0,0.22
7501,The Sims 2: Pets,PS2,2006-01-01,Simulation,Electronic Arts,0.02,0.01,0.0,0.27
7502,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006-01-01,Action,Disney Interactive Studios,0.23,0.0,0.0,0.02
7503,Thrillville,PSP,2006-01-01,Strategy,Atari,0.18,0.0,0.0,0.02
7504,Thrillville,PS2,2006-01-01,Strategy,Atari,0.55,0.02,0.0,0.09
7505,Tiger Woods PGA Tour 07,XB,2006-01-01,Sports,Electronic Arts,0.13,0.05,0.0,0.01
7506,Tiger Woods PGA Tour 07,PSP,2006-01-01,Sports,Electronic Arts,0.2,0.04,0.0,0.03
7507,Tiger Woods PGA Tour 07,PS2,2006-01-01,Sports,Electronic Arts,0.6,0.02,0.0,0.1
7508,Tiger Woods PGA Tour 07,PS3,2006-01-01,Sports,Electronic Arts,0.31,0.12,0.0,0.07
7509,Tiger Woods PGA Tour 07,X360,2006-01-01,Sports,Electronic Arts,0.44,0.0,0.0,0.04
7510,Titan Quest,PC,2006-01-01,Role-Playing,THQ,0.01,0.04,0.0,0.01
7511,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0
7512,Tokyo Friend Park II DS,DS,2006-01-01,Misc,Rocket Company,0.0,0.0,0.02,0.0
7513,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006-01-01,Shooter,Ubisoft,0.0,0.0,0.01,0.0
7514,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006-01-01,Shooter,Ubisoft,1.4,0.02,0.02,0.1
7515,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006-01-01,Shooter,Ubisoft,0.21,0.11,0.0,0.01
7516,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006-01-01,Shooter,Ubisoft,0.03,0.02,0.0,0.01
7517,Tom Clancy's Rainbow Six: Vegas,X360,2006-01-01,Shooter,Ubisoft,1.09,0.65,0.02,0.2
7518,Tom Clancy's Rainbow Six: Vegas,X360,2006-01-01,Shooter,Ubisoft,1.09,0.65,0.02,0.2
7519,Tom Clancy's Splinter Cell: Double Agent,Wii,2006-01-01,Action,Ubisoft,0.1,0.01,0.0,0.01
7520,Tom Clancy's Splinter Cell: Double Agent,GC,2006-01-01,Action,Ubisoft,0.04,0.01,0.0,0.0
7521,Tom Clancy's Splinter Cell: Double Agent,X360,2006-01-01,Action,Ubisoft,0.67,0.04,0.01,0.06
7522,Tom Clancy's Splinter Cell: Essentials,PSP,2006-01-01,Shooter,Ubisoft,0.17,0.01,0.0,0.02
7523,Tom and Jerry Tales,DS,2006-01-01,Platform,Warner Bros. Interactive Entertainment,0.2,0.05,0.0,0.02
7524,Tomb Raider: Legend,PC,2006-01-01,Action,Eidos Interactive,0.0,0.01,0.0,0.0
7525,Tomb Raider: Legend,XB,2006-01-01,Action,Eidos Interactive,0.1,0.03,0.0,0.0
7526,Tomb Raider: Legend,PSP,2006-01-01,Action,Eidos Interactive,0.09,0.24,0.0,0.12
7527,Tomb Raider: Legend,X360,2006-01-01,Action,Eidos Interactive,0.27,0.07,0.01,0.03
7528,Tomb Raider: Legend,GC,2006-01-01,Action,Eidos Interactive,0.06,0.02,0.0,0.0
7529,Tomb Raider: Legend,PS2,2006-01-01,Action,Eidos Interactive,0.25,0.19,0.02,0.06
7530,Tomb Raider: Legend,DS,2006-01-01,Action,Eidos Interactive,0.04,0.02,0.0,0.01
7531,Tony Hawk's Downhill Jam,DS,2006-01-01,Sports,Activision,0.2,0.0,0.0,0.02
7532,Tony Hawk's Project 8,PS2,2006-01-01,Sports,Activision,0.72,0.03,0.0,0.12
7533,Tony Hawk's Project 8,PS3,2006-01-01,Sports,Activision,0.3,0.22,0.01,0.1
7534,Tony Hawk's Project 8,PSP,2006-01-01,Sports,Activision,0.41,0.07,0.0,0.07
7535,Tony Hawk's Project 8,X360,2006-01-01,Sports,Activision,0.44,0.02,0.0,0.04
7536,Top Gun,DS,2006-01-01,Simulation,505 Games,0.04,0.0,0.0,0.0
7537,Top Spin 2,X360,2006-01-01,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01
7538,Top Spin 2,DS,2006-01-01,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0
7539,Torino 2006,PS2,2006-01-01,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02
7540,Torino 2006,XB,2006-01-01,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0
7541,Totally Spies! 2: Undercover,DS,2006-01-01,Action,Atari,0.01,0.01,0.0,0.0
7542,Touch Detective,DS,2006-01-01,Adventure,505 Games,0.06,0.02,0.0,0.01
7543,Touch Detective (JP sales),DS,2006-01-01,Adventure,505 Games,0.0,0.0,0.02,0.0
7544,Tourist Trophy: The Real Riding Simulator,PS2,2006-01-01,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07
7545,Trauma Center: Second Opinion,Wii,2006-01-01,Simulation,Nintendo,0.28,0.01,0.03,0.03
7546,Tringo,GBA,2006-01-01,Puzzle,Liquid Games,0.01,0.0,0.0,0.0
7547,Tsuyo Kiss: Mighty Heart,PS2,2006-01-01,Adventure,Princess Soft,0.0,0.0,0.03,0.0
7548,Turn It Around,DS,2006-01-01,Action,505 Games,0.03,0.0,0.0,0.0
7549,Tycoon City: New York,PC,2006-01-01,Strategy,Atari,0.0,0.02,0.0,0.0
7550,UNO / Skip-Bo / UNO Freefall,DS,2006-01-01,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01
7551,UNO 52,DS,2006-01-01,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0
7552,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0
7553,Ultimate Board Game Collection,PS2,2006-01-01,Misc,Xplosiv,0.01,0.0,0.0,0.0
7554,Ultimate Ghosts 'n Goblins,PSP,2006-01-01,Platform,Capcom,0.07,0.0,0.0,0.01
7555,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006-01-01,Platform,Capcom,0.0,0.0,0.05,0.0
7556,Ultraman Fighting Evolution 0,PSP,2006-01-01,Fighting,Banpresto,0.0,0.0,0.01,0.0
7557,Unreal Anthology,PC,2006-01-01,Shooter,Midway Games,0.0,0.02,0.0,0.0
7558,Untold Legends: Dark Kingdom,PS3,2006-01-01,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02
7559,Untold Legends: The Warriors Code,PSP,2006-01-01,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08
7560,Urban Chaos: Riot Response,XB,2006-01-01,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0
7561,Urban Chaos: Riot Response,PS2,2006-01-01,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01
7562,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006-01-01,Adventure,Aqua Plus,0.0,0.0,0.11,0.0
7563,Valhalla Knights,PSP,2006-01-01,Role-Playing,Rising Star Games,0.15,0.0,0.07,0.01
7564,Valkyrie Profile 2: Silmeria,PS2,2006-01-01,Role-Playing,Square Enix,0.04,0.03,0.39,0.01
7565,Valkyrie Profile: Lenneth,PSP,2006-01-01,Role-Playing,Square Enix,0.17,0.01,0.16,0.02
7566,Viewtiful Joe: Red Hot Rumble,PSP,2006-01-01,Action,Capcom,0.08,0.0,0.0,0.01
7567,Virtua Pro Football,PS2,2006-01-01,Sports,Sega,0.0,0.0,0.02,0.0
7568,Viva Pinata,X360,2006-01-01,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2
7569,WWE SmackDown vs. RAW 2007,PS2,2006-01-01,Fighting,THQ,1.4,0.88,0.03,0.26
7570,WWE SmackDown vs. RAW 2007,PSP,2006-01-01,Fighting,THQ,0.33,0.2,0.0,0.14
7571,WWE SmackDown vs. RAW 2007,X360,2006-01-01,Fighting,THQ,0.44,0.03,0.0,0.04
7572,Walt Disney Pictures Presents: The Wild,GBA,2006-01-01,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0
7573,WarTech: Senko no Ronde,X360,2006-01-01,Fighting,Ubisoft,0.04,0.0,0.0,0.0
7574,Warhammer: Battle For Atluma,PSP,2006-01-01,Action,Namco Bandai Games,0.06,0.0,0.0,0.01
7575,Warhammer: Mark of Chaos,PC,2006-01-01,Strategy,Deep Silver,0.0,0.02,0.0,0.0
7576,WarioWare: Smooth Moves,Wii,2006-01-01,Puzzle,Nintendo,0.86,1.04,0.73,0.26
7577,Warship Gunner 2,PS2,2006-01-01,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0
7578,Wii Play,Wii,2006-01-01,Misc,Nintendo,13.96,9.18,2.93,2.84
7579,Wii Sports,Wii,2006-01-01,Sports,Nintendo,41.36,28.96,3.77,8.45
7580,Wild ARMs 5,PS2,2006-01-01,Role-Playing,505 Games,0.14,0.11,0.0,0.04
7581,Wild ARMs 5 (jp sales),PS2,2006-01-01,Role-Playing,505 Games,0.0,0.0,0.12,0.0
7582,WinBack 2: Project Poseidon,PS2,2006-01-01,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0
7583,Wing Island,Wii,2006-01-01,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0
7584,Winning Eleven: Pro Evolution Soccer 2007,X360,2006-01-01,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01
7585,Winning Eleven: Pro Evolution Soccer 2007,X360,2006-01-01,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01
7586,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006-01-01,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86
7587,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006-01-01,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86
7588,Winning Eleven: Pro Evolution Soccer 2007,DS,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0
7589,Winning Eleven: Pro Evolution Soccer 2007,DS,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0
7590,Winning Eleven: Pro Evolution Soccer 2007,PC,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0
7591,Winning Eleven: Pro Evolution Soccer 2007,PC,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0
7592,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006-01-01,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01
7593,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006-01-01,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01
7594,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006-01-01,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0.0
7595,Winx Club: Quest for the Codex,DS,2006-01-01,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0
7596,Wizardry XTH: Unlimited Students,PS2,2006-01-01,Role-Playing,Michaelsoft,0.0,0.0,0.01,0.0
7597,World Championship Poker featuring Howard Lederer: All In,Wii,2006-01-01,Misc,505 Games,0.02,0.0,0.0,0.0
7598,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006-01-01,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22
7599,World Championship Poker: Featuring Howard Lederer - All In,X360,2006-01-01,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0
7600,World Championship Poker: Howard Lederer - All In,PSP,2006-01-01,Misc,505 Games,0.13,0.0,0.0,0.01
7601,World Poker Tour,PSP,2006-01-01,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0
7602,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006-01-01,Misc,Activision,0.1,0.0,0.0,0.01
7603,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006-01-01,Misc,Activision,0.15,0.0,0.0,0.01
7604,World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006-01-01,Misc,Activision,0.02,0.01,0.0,0.0
7605,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006-01-01,Misc,Activision,0.04,0.0,0.0,0.0
7606,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0
7607,World Tour Soccer 06,PSP,2006-01-01,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01
7608,World War II Combat: Road To Berlin,XB,2006-01-01,Shooter,Groove Games,0.02,0.01,0.0,0.0
7609,Worldwide Soccer Manager 2007,PC,2006-01-01,Sports,Sega,0.0,0.02,0.0,0.0
7610,Worms: Open Warfare,PSP,2006-01-01,Strategy,THQ,0.11,0.43,0.0,0.23
7611,Worms: Open Warfare,DS,2006-01-01,Strategy,THQ,0.05,0.02,0.0,0.01
7612,Wrestle Kingdom,PS2,2006-01-01,Fighting,Yuke's,0.0,0.0,0.03,0.0
7613,X-Men: The Official Game,XB,2006-01-01,Action,Activision,0.08,0.02,0.0,0.0
7614,X-Men: The Official Game,DS,2006-01-01,Action,Activision,0.1,0.0,0.0,0.01
7615,X-Men: The Official Game,X360,2006-01-01,Action,Activision,0.16,0.0,0.0,0.01
7616,X-Men: The Official Game,GC,2006-01-01,Action,Activision,0.12,0.03,0.0,0.0
7617,X-Men: The Official Game,PS2,2006-01-01,Action,Activision,0.2,0.16,0.0,0.05
7618,X-Men: The Official Game,GBA,2006-01-01,Action,Activision,0.05,0.02,0.0,0.0
7619,XI Coliseum,PSP,2006-01-01,Puzzle,Sony Computer Entertainment,0.0,0.0,0.01,0.0
7620,Xbox Live Arcade Unplugged Volume 1,X360,2006-01-01,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01
7621,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006-01-01,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02
7622,Xenosaga I·II,DS,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0
